id,sku,entity_type_id,attribute_set_id,name,weight,status,visibility,price,tax,category_ids,media,short_desc,desc
7799,GH97+15202L,4,4,"Samsung GT-I9506 Galaxy S4 Plus LCD Display Dark Black ",1.0000,1,4,890.0000,0,237,/g/h/gh97-15202l-1_1.jpg;/g/h/gh97-15202l-2_1.jpg,"Samsung GT-I9506 Galaxy S4 Plus LCD Display Dark Black ","Samsung GT-I9506 Galaxy S4 Plus LCD Display Dark Black "
7893,GH43+03833A,4,4,"Samsung Batteri S4 i9505/06 Original ",1.0000,1,4,150.0000,0,237,/s/a/samsung-batteri-s4-i9505_06-samsung-s4-gh43-03833a-gspelectronics-02_1.jpg;/s/a/samsung-batteri-s4-i9505_06-samsung-s4-gh43-03833a-gspelectronics-01_1.jpg,"Samsung Batteri S4 i9505/06 Original ","Samsung Batteri S4 i9505/06 Original "
7911,GH97+15202B,4,4,"Samsung GT-i9506 Galaxy S4 Plus LCD Display Black ",1.0000,1,4,939.0000,0,237,/l/c/lcd-black-samsung-galaxy-s4-plus-gh97-15202b-gspelectronics_1.jpg,"Samsung GT-i9506 Galaxy S4 Plus LCD Display Black ","Samsung GT-i9506 Galaxy S4 Plus LCD Display Black "
7924,GH97+15202A,4,4,"Samsung GT-i9506 Galaxy S4 Plus LCD Display White ",1.0000,1,4,950.0000,0,237,/1/7/1778-51-gh97-15202a_1.jpg,"Samsung GT-i9506 Galaxy S4 Plus LCD Display White ","Samsung GT-i9506 Galaxy S4 Plus LCD Display White "
7930,GH82+07633A,4,4,"Samsung GT-i9506 Galaxy S4 LTE Mainboard ",1.0000,1,4,700.0000,0,237,/g/h/gh82-07633a_1.jpg,"Samsung GT-i9506 Galaxy S4 LTE Mainboard ","Samsung GT-i9506 Galaxy S4 LTE Mainboard "
7939,GH97+15202D,4,4,"Samsung GT-i9506 Galaxy S4 Plus LCD Display Purple ",1.0000,1,4,894.4500,0,237,/1/7/1779-51-gh97-15202d_1.jpg,"Samsung GT-i9506 Galaxy S4 Plus LCD Display Purple ","Samsung GT-i9506 Galaxy S4 Plus LCD Display Purple "
368,SM426,4,4,"Samsung Galaxy SM-G900 S5 Battery Cover Blue",0.0000,1,4,55.2800,0,238,/s/m/sm426.jpg;/s/m/sm426-1.jpg,"Samsung Galaxy SM-G900 S5 Battery Cover Blue",
369,SM425,4,4,"Samsung Galaxy SM-G900 S5 Battery Cover Gold",0.0000,1,4,45.0000,0,238,/s/m/sm425.jpg;/s/m/sm425-1.jpg,"Samsung Galaxy SM-G900 S5 Battery Cover Gold",
374,SM418,4,4,"Samsung Galaxy SM-G900 S5 Battery Cap",0.0000,1,4,12.0000,0,238,/s/m/sm418.jpg,"Samsung Galaxy SM-G900 S5 Battery Cap",
378,SM411,4,4,"Samsung SM-G900F Galaxy S5 Earphone Jack Flex",0.0000,1,4,18.0900,0,238,/1/7/1797-51-sm411.jpg,"Samsung SM-G900F Galaxy S5 Earphone Jack Flex",
379,SM410,4,4,"Samsung Galaxy SM-G900F S5 Charge Flex",1.0000,1,4,67.0000,0,238,/1/7/1796-51-sm410.jpg;/s/m/sm410-1.jpg;/s/m/sm410.jpg,"Samsung Galaxy SM-G900F S5 Charge Flex",
406,SM324,4,4,"Samsung SM-G900F Galaxy S5 Front Housing Adhesive",0.0000,1,4,10.0000,0,238,/1/7/1789-51-sm324_wssawa.jpg;/s/m/sm324.jpg;/s/m/sm324-1.jpg,"Samsung SM-G900F Galaxy S5 Front Housing Adhesive",
407,SM323,4,4,"Samsung SM-G900F Galaxy S5 LCD Adhesive",0.0000,1,4,17.0000,0,238,/s/m/sm323.jpg;/s/m/sm323-1.jpg,"Samsung SM-G900F Galaxy S5 LCD Adhesive","Samsung SM-G900F Galaxy S5 LCD Adhesive"
412,SM313,4,4,"Samsung SM-G900F Galaxy S5 Sim Card Reader",1.0000,1,4,12.0000,0,238,/1/8/1805-51-sm313.jpg,"Samsung SM-G900F Galaxy S5 Sim Card Reader",
413,SM312,4,4,"Samsung SM-G900F Galaxy S5 Earpiece",1.0000,1,4,16.0800,0,238,/1/7/1799-51-sm312.jpg,"Samsung SM-G900F Galaxy S5 Earpiece",
414,SM311,4,4,"Samsung SM-G900F Galaxy S5 Speaker",1.0000,1,4,15.4100,0,238,/s/a/samsung-galaxy-sm-g900-s5-speaker-gspelectronics.jpg,"Samsung SM-G900F Galaxy S5 Speaker",
416,SM308,4,4,"Samsung SM-G900F Galaxy S5 Battery",0.0000,1,4,60.0000,0,238,/1/7/1792-51-sm308.jpg,"Samsung SM-G900F Galaxy S5 Battery",
417,SM307,4,4,"Samsung SM-G900F Galaxy S5 Front Camera",1.0000,1,4,29.0000,0,238,/1/8/1801-51-sm307.jpg,"Samsung SM-G900F Galaxy S5 Front Camera",
418,SM306,4,4,"Samsung Galaxy SM-G900 S5 Back Camera",0.0000,1,4,38.0000,0,238,/s/m/sm306-2.jpg;/s/m/sm306-1.jpg,"Samsung Galaxy SM-G900 S5 Back Camera",
507,SM003,4,4,"Samsung SM-G900F Galaxy S5 Touch Gold",1.0000,1,4,45.0000,0,238,/s/m/sm003.jpg;/s/m/sm003-2.jpg;/s/m/sm003-1.jpg,"Samsung SM-G900F Galaxy S5 Touch Gold",
508,SM002,4,4,"Samsung SM-G900F Galaxy S5 Touch Black",1.0000,1,4,45.0000,0,238,/t/o/touch-black-samsung-s5-sm002-gspelectronics-2.jpg;/t/o/touch-black-samsung-s5-sm002-gspelectronics-1.jpg,"Samsung SM-G900F Galaxy S5 Touch Black",
509,SM001,4,4,"Samsung SM-G900F Galaxy S5 Touch White",0.0000,1,4,53.0000,0,238,/s/m/sm001.jpg;/s/m/sm001-1.jpg;/s/m/sm001-2.jpg,"Samsung SM-G900F Galaxy S5 Touch White",
901,GH97-15959D,4,4,"Samsung SM-G900F Galaxy S5 LCD Display Gold",1.0000,2,4,735.0000,0,238,/4/9/4990-51-1787-51-g900dotykgold.jpg,"Samsung SM-G900F Galaxy S5 LCD Display Gold",
1223,gh97-15959a,4,4,"Samsung SM-G900F Galaxy S5 LCD Display White",1.0000,2,4,735.0000,0,238,/i/m/image.jpg,"Samsung SM-G900F Galaxy S5 LCD Display White",
2208,SM532,4,4,"Samsung SM-G900F Galaxy S5 Charger Door Black",1.0000,1,4,10.0000,0,238,/s/a/samsung-galaxy-s5-g900-charger-door-black-sm532-gspelectronics.jpg,"Samsung SM-G900F Galaxy S5 Charger Door Black",
2209,SM533,4,4,"Samsung SM-G900F Galaxy S5 Charger Door White",0.0000,1,4,8.0000,0,238,/s/a/samsung-galaxy-s5-g900-charger-door-white-sm533-gspelectronics.jpg,"Samsung SM-G900F Galaxy S5 Charger Door White",
3614,SM310,4,4,"Samsung SM-G900F Galaxy S5 Battery Cover White",0.0000,1,4,45.0000,0,238,/s/m/sm310.jpg,"Samsung SM-G900F Galaxy S5 Battery Cover White",
3908,GH97-15959B,4,4,"Samsung Galaxy SM-G900 S5 LCD Black",1.0000,2,4,735.0000,0,238,/g/h/gh97-15959b.jpg,"Samsung Galaxy SM-G900 S5 LCD Black",
3917,GH97-16088C,4,4,"Samsung SM-G900F Galaxy S5 Active G870 LCD Display Green",0.0000,2,4,850.0000,0,238,/s/a/samsung-s5-active-g870-lcd-green-gh97-16088c-gspelectronics.jpg,"Samsung SM-G900F Galaxy S5 Active G870 LCD Display Green","<h>
Samsung S5 Active G870 LCD Green
</h><br>
<b>Quality:</b> Original new part from Samsung."
4040,GH81-12060A,4,4,"Samsung SM-G900F Galaxy S5 Rework Kit",1.0000,2,4,68.0000,0,238,/s/a/samsung-rework-kit-as-k-svc-for-sm-g900f-galaxy-s5-gh81-12060a.jpg,"Samsung SM-G900F Galaxy S5 Rework Kit",
4198,SM309,4,4,"Samsung SM-G900F Galaxy S5 Battery Cover Black",0.0000,1,4,45.0000,0,238,/b/a/battery-cover-black-sm309-gspelectronics-01.jpg;/b/a/battery-cover-black-sm309-gspelectronics-02.jpg,"Samsung SM-G900F Galaxy S5 Battery Cover Black",
4606,4897058380644,4,4,"Samsung SM-G900F Galaxy S5 Battery",1.0000,1,4,57.0000,0,238,/4/8/4897058380644-2.jpg;/4/8/4897058380644.jpg,"Samsung SM-G900F Galaxy S5 Battery","Battery for Samsung G900F S5"
4901,SAMG900F04,4,4,"Samsung SM-G900F Galaxy S5 Camera Lens Kit Black",1.0000,1,4,15.0000,0,238,/s/a/samg900f04.jpg,"Samsung SM-G900F Galaxy S5 Camera Lens Kit Black",
4902,SAMG900F05,4,4,"Samsung SM-G900F S5 Camera Lens Kit Silver",0.0000,1,4,12.0000,0,238,/s/a/samg900f05.jpg,"Samsung SM-G900F S5 Camera Lens Kit Silver",
4903,SAMG900F06,4,4,"Samsung SM-G900F Galaxy S5 Camera Lens Kit Gold",0.0000,1,4,12.0000,0,238,/s/a/samg900f06.jpg,"Samsung SM-G900F Galaxy S5 Camera Lens Kit Gold",
7902,GH81+12060A,4,4,"Samsung SM-G900F Galaxy S5 Rework Kit ",1.0000,1,4,15.0000,0,238,/s/a/samsung-rework-kit-as-k-svc-for-sm-g900f-galaxy-s5-gh81-12060a_1.jpg,"Samsung SM-G900F Galaxy S5 Rework Kit ","Samsung SM-G900F Galaxy S5 Rework Kit "
7912,GH97+15959B,4,4,"Samsung Galaxy SM-G900 S5 LCD Black ",1.0000,1,4,712.0000,0,238,/g/h/gh97-15959b_1.jpg,"Samsung Galaxy SM-G900 S5 LCD Black ","Samsung Galaxy SM-G900 S5 LCD Black "
7913,GH97+16088C,4,4,"Samsung SM-G900F Galaxy S5 Active G870 LCD Display Green ",1.0000,1,4,850.0000,0,238,/s/a/samsung-s5-active-g870-lcd-green-gh97-16088c-gspelectronics_1.jpg,"Samsung SM-G900F Galaxy S5 Active G870 LCD Display Green ","Samsung SM-G900F Galaxy S5 Active G870 LCD Display Green "
7925,gh97+15959a,4,4,"Samsung SM-G900F Galaxy S5 LCD Display White ",1.0000,1,4,712.0000,0,238,/i/m/image_1.jpg,"Samsung SM-G900F Galaxy S5 LCD Display White ","Samsung SM-G900F Galaxy S5 LCD Display White "
7943,GH97+15959D,4,4,"Samsung SM-G900F Galaxy S5 LCD Display Gold ",1.0000,1,4,710.0000,0,238,/4/9/4990-51-1787-51-g900dotykgold_1_.jpg,"Samsung SM-G900F Galaxy S5 LCD Display Gold ","Samsung SM-G900F Galaxy S5 LCD Display Gold "
360,SM525,4,4,"Samsung Galaxy S5 Mini G800 Sim Reader",1.0000,1,4,45.2300,0,239,/4/4/4402-51-sm525.jpg,"Samsung Galaxy S5 Mini G800 Sim Reader",
361,SM524,4,4,"Samsung Galaxy S5 Mini G800 Charge Connector",1.0000,1,4,19.0000,0,239,/4/4/4401-51-sm524.jpg,"Samsung Galaxy S5 Mini G800 Charge Connector",
505,SM005,4,4,"Samsung SM-G800F Galaxy S5 Mini Touch Black",0.0000,1,4,45.0000,0,239,/s/m/sm005-2.jpg;/s/m/sm005-1.jpg,"Samsung SM-G800F Galaxy S5 Mini Touch Black",
506,SM004,4,4,"Samsung SM-G800F Galaxy S5 Mini Touch White",1.0000,1,4,45.0000,0,239,/s/a/samsung_g800_s5_mini_touch_white.jpg;/s/m/sm004-2.jpg;/s/m/sm004.jpg;/s/m/sm004-1.jpg,"Samsung SM-G800F Galaxy S5 Mini Touch White",
898,GH97-16147D,4,4,"Samsung SM-G800F Galaxy S5 Mini LCD Display Gold",0.0000,2,4,640.0000,0,239,/5/0/5011-51-samsunggalaxys5minig800lcdgold.jpg,"Samsung SM-G800F Galaxy S5 Mini LCD Display Gold",
900,GH97-16147B,4,4,"Samsung SM-G800F Galaxy S5 Mini LCD Display White",0.0000,2,4,640.0000,0,239,/5/0/5012-51-samsunggalaxys5minig800lcdwhite.png,"Samsung SM-G800F Galaxy S5 Mini LCD Display White",
924,GH96-07531A,4,4,"Samsung S5 Mini G800F Middle Cover Complete",0.0000,1,4,50.0000,0,239,/g/h/gh96-07531a_2.jpg;/g/h/gh96-07531a_1.jpg,"Samsung S5 Mini G800F Middle Cover Complete","<h>
Samsung S5 Mini G800F Middle Cover Complete
</h>"
4607,4897058380514,4,4,"Samsung SM-G800F Galaxy S5 Mini Battery",1.0000,1,4,52.0000,0,239,/4/8/4897058380514_2.jpg,"Samsung SM-G800F Galaxy S5 Mini Battery",
4785,GH97-16147A,4,4,"Samsung SM-G800F Galaxy S5 Mini LCD Display Black",0.0000,2,4,670.0000,0,239,/g/e/genuine-samsung-galaxy-s5-mini-lcd-and-digitizer-complete-in-black-sm-g800f.jpg,"Samsung SM-G800F Galaxy S5 Mini LCD Display Black","Samsung SM-G800F S5 Mini LCD Black <br /> <strong>Quality:</strong> Original new part from Samsung.<br /><br />Compatible With: Samsung SM-G800F S5 Mini<br /><br />This item includes the following parts:<br />1. LCD Screen;<br />2. Digitizer Touch Screen;<br /><br />Features:<br />● This item includes the LCD screen, digitizer touch screen.<br />● This part is a S+ grade product, which means 100% original manufactured and assembled and high quality.<br />● This part is only compatible with Samsung SM-G800F S5 Mini<br /><br />How to Install / Tips:<br />● Please choose the right part before placing an order.<br />● The flex cable ribbon is easily damaged. Handle carefully! When install the front camera flex assembly.<br />● Special tooling is required when disassembling and reassembling the LCD Screen and Digitizer Assembly.<br /><br /><strong>NOTE:</strong><br /><strong>● The installation of any new parts should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong>"
5047,GH43-04257A,4,4,"Samsung SM-G800F Galaxy S5 Mini Battery EB-BG800BBE Original",1.0000,2,4,159.0000,0,239,/g/h/gh43-04257a.jpg;/g/h/gh43-04257a-2.jpg,"Samsung SM-G800F Galaxy S5 Mini Battery EB-BG800BBE Original",
7809,GH43+04257A,4,4,"Samsung SM-G800F Galaxy S5 Mini Battery EB-BG800BBE Original ",1.0000,1,4,159.0000,0,239,/g/h/gh43_04257a-1.jpg,"Samsung SM-G800F Galaxy S5 Mini Battery EB-BG800BBE Original ","Samsung SM-G800F Galaxy S5 Mini Battery EB-BG800BBE Original "
7838,GH97+16147A,4,4,"Samsung SM-G800F Galaxy S5 Mini LCD Display Black ",1.0000,1,4,670.0000,0,239,/g/e/genuine-samsung-galaxy-s5-mini-lcd-and-digitizer-complete-in-black-sm-g800f_1.jpg,"Samsung SM-G800F Galaxy S5 Mini LCD Display Black ","Samsung SM-G800F Galaxy S5 Mini LCD Display Black "
7931,GH96+07531A,4,4,"Samsung S5 Mini G800F Middle Cover Complete ",,1,4,50.0000,0,239,/g/h/gh96-07531a_1_1.jpg;/g/h/gh96-07531a_2_1.jpg,"Samsung S5 Mini G800F Middle Cover Complete ","Samsung S5 Mini G800F Middle Cover Complete "
7944,GH97+16147B,4,4,"Samsung SM-G800F Galaxy S5 Mini LCD Display White ",1.0000,1,4,640.0000,0,239,/5/0/5012-51-samsunggalaxys5minig800lcdwhite_1_.png,"Samsung SM-G800F Galaxy S5 Mini LCD Display White","Samsung SM-G800F Galaxy S5 Mini LCD Display White"
7945,GH97+16147D,4,4,"Samsung SM-G800F Galaxy S5 Mini LCD Display Gold ",1.0000,1,4,640.0000,0,239,/5/0/5011-51-samsunggalaxys5minig800lcdgold_1.jpg,"Samsung SM-G800F Galaxy S5 Mini LCD Display Gold","Samsung SM-G800F Galaxy S5 Mini LCD Display Gold"
424,SM245,4,4,"Samsung S7580 Galaxy Trend Plus Touch White",0.0000,2,4,115.0000,0,240,/1/6/1604-51-sm245.jpg,"Samsung S7580 Galaxy Trend Plus Touch White",
425,SM244,4,4,"Samsung S7580 Galaxy Trend Plus Touch Black",0.0000,2,4,95.0000,0,240,/1/6/1603-51-sm244.jpg,"Samsung S7580 Galaxy Trend Plus Touch Black",
4932,GH43-03701B,4,4,"Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh",0.0000,2,4,135.0000,0,240;241,/g/h/gh43-03701b-1_1.jpg;/g/h/gh43-03701b_1.jpg,"Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh","Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh<br /><br />Compatible With: Samsung<br /><br />Features:<br />● This Samsung battery replacement is brand new and original.<br />● If your battery is broken, this replacement part should be ideal for your Samsung.<br />● This battery replacement is compatible with Samsung only.<br /><br />How to Install / Tips:<br />● Please choose the right part before placing an order.<br />● Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight.<br />● Special tooling is required for the repair or replacement work.<br /><br /><strong>NOTE:</strong><br /><strong>● The installation of any new parts should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong>"
467,SM169,4,4,"Samsung GT-S7560 Galaxy Trend LCD Display",1.0000,2,4,110.0000,0,241,/1/5/1569-27-sm169.jpg,"Samsung GT-S7560 Galaxy Trend LCD Display","<h>
Samsung Galaxy Trend GT-S7560 LCD
</h><br>
<b>Quality:</b> OEM"
2306,SM192,4,4,"Samsung S7560 Galaxy Trend Touch Black",0.0000,2,4,115.0000,0,241,/s/m/sm192-2.jpg;/s/m/sm192.jpg;/s/m/sm192-1.jpg,"Samsung S7560 Galaxy Trend Touch Black","Samsung Galaxy Trend S7560 Touch Black <br /> <strong>Quality:</strong> OEM<br />Compatible With:Samsung Galaxy Trend S7560<br /><br />Features:<br />This Screen Replacement includes the Digitizer Touch Screen with Glass Lens already attached. This part does not include the LCD. Please note.<br />&bull;This&nbsp; Digitizer Screen is branded with logo on the top, please note.<br />&bull;The Digitizer Touch Panel is 100% original and brand new replacement.<br />&bull;This replacement Digitizer Screen is compatible with&nbsp;Samsung Galaxy Trend S7560 only. Please check your model before ordering.<br /><br />How to Install / Tips:<br />&bull;These parts are hermetically attached, special tooling is required for assembly or disassembly.<br />&bull;The flex cable is very sensitive and is easily damaged. Handle carefully.<br />&bull;Be sure to choose the right color and version before placing an order.<br />&bull;Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight.<br /><br /><strong>NOTE:</strong><br /><strong>&bull;The installation of any new part should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong><br /><br /><br />"
4061,SM193,4,4,"Samsung S7560 Trend Galaxy Touch White",1.0000,2,4,115.0000,0,241,/t/r/trend_touch_white_1.jpg,"Samsung S7560 Trend Galaxy Touch White","Samsung Galaxy Trend S7560 Touch White <br /> <strong>Quality:</strong> OEM<br />Compatible With:Samsung Galaxy Trend S7560<br /><br />Features:<br />This Screen Replacement includes the Digitizer Touch Screen with Glass Lens already attached. This part does not include the LCD. Please note.<br />&bull;This&nbsp; Digitizer Screen is branded with logo on the top, please note.<br />&bull;The Digitizer Touch Panel is 100% original and brand new replacement.<br />&bull;This replacement Digitizer Screen is compatible with&nbsp;Samsung Galaxy Trend S7560 only. Please check your model before ordering.<br /><br />How to Install / Tips:<br />&bull;These parts are hermetically attached, special tooling is required for assembly or disassembly.<br />&bull;The flex cable is very sensitive and is easily damaged. Handle carefully.<br />&bull;Be sure to choose the right color and version before placing an order.<br />&bull;Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight.<br /><br /><strong>NOTE:</strong><br /><strong>&bull;The installation of any new part should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong><br /><br /><br />"
4499,SM194,4,4,"Samsung Galaxy Trend S7560 Charge Connector",1.0000,2,4,11.0000,0,241,/s/m/sm194.jpg,"Samsung Galaxy Trend S7560 Charge Connector","Samsung Galaxy Trend S7560 Charge Connector<br />Compatible With: Samsung Galaxy Trend S7560
<p>Features:<br /> This Samsung Galaxy Trend S7560 Charge Connector Replacement is 100%original and brand new.<br /> It is compatible with Huawei Honor 8 only.</p>
<p>How to Install/Tips: <br />Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight. <br />The replacement of this Samsung Galaxy Trend S7560 Charge Connector part needs professional skills. You should be very careful not to damage the clips around if you assemble it by yourself.</p>
<p><strong>NOTE: </strong><br /><strong>The installation of this part should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong></p>"
4932,GH43-03701B,4,4,"Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh",0.0000,2,4,135.0000,0,240;241,/g/h/gh43-03701b-1_1.jpg;/g/h/gh43-03701b_1.jpg,"Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh","Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh<br /><br />Compatible With: Samsung<br /><br />Features:<br />● This Samsung battery replacement is brand new and original.<br />● If your battery is broken, this replacement part should be ideal for your Samsung.<br />● This battery replacement is compatible with Samsung only.<br /><br />How to Install / Tips:<br />● Please choose the right part before placing an order.<br />● Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight.<br />● Special tooling is required for the repair or replacement work.<br /><br /><strong>NOTE:</strong><br /><strong>● The installation of any new parts should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong>"
7820,GH43+03701B,4,4,"Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh ",1.0000,2,4,135.0000,0,241,/g/h/gh43-03701b_1_1.jpg;/g/h/gh43-03701b-1_1_1.jpg,"Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh ","Samsung S7560/S7560M/S7580/S7582 Battery EB425161LU 1500mAh "
341,SM92,4,4,"Samsung Galaxy W i8150 Touch Black",1.0000,2,4,125.9600,0,242,/1/2/1252-51-sm92.jpg,"Samsung Galaxy W i8150 Touch Black",
409,SM32,4,4,"Samsung S5690 Xcover Touch Black",1.0000,2,4,105.1900,0,243,/7/8/788-51-sm32.jpg,"Samsung S5690 Xcover Touch Black",
415,SM31,4,4,"Samsung S5690 Galaxy Xcover LCD Display",1.0000,2,4,194.9700,0,243,/1/2/1259-51-sm31.jpg,"Samsung S5690 Galaxy Xcover LCD Display","<h>
Samsung S5690 Xcover LCD
</h><br>
<b>Quality:</b> OEM"
422,SM253,4,4,"SAMSUNG GALAXY XCOVER 2 S7710 LCD",0.0000,2,4,115.0000,0,243,/2/4/2499-51-sm253.jpg,"SAMSUNG GALAXY XCOVER 2 S7710 LCD",
921,GH97+16679B,4,4,"Samsung SM-A500F Galaxy A5 LCD Display Black",1.0000,1,4,462.0000,0,244,/g/h/gh97-16679b_1.jpg;/g/h/gh97-16679b.jpg,"Samsung SM-A500F Galaxy A5 LCD Display Black","<h>
Samsung Galaxy A5 Black LCD
</h><br>
<b>Quality:</b> Original new part from Samsung."
923,GH97+16679A,4,4,"Samsung SM-A500F Galaxy A5 LCD Display White",1.0000,1,4,439.0000,0,244,/g/h/gh97_16679a.jpg,"Samsung SM-A500F Galaxy A5 LCD Display White","<h>
Samsung Galaxy A5 White LCD
</h><br>
<b>Quality:</b> Original new part from Samsung."
2167,SAMA5001,4,4,"Samsung SM-A500F Galaxy A5 Charger Flex",0.0000,1,4,69.0000,0,244,/s/a/sama5001-2_1.jpg;/s/a/sama5001-1_1.jpg,"Samsung SM-A500F Galaxy A5 Charger Flex",
2168,SAMA5004,4,4,"Samsung SM-A500F Galaxy A5 RF Galaxy Line",1.0000,1,4,10.0000,0,244,/s/a/sama5004-1.jpg,"Samsung SM-A500F Galaxy A5 RF Galaxy Line",
2169,SAMA5002,4,4,"Samsung SM-A500F Galaxy A5 Buzzer",1.0000,1,4,24.0000,0,244,/s/a/sama5002-1.jpg;/s/a/sama5002-2.jpg,"Samsung SM-A500F Galaxy A5 Buzzer",
2170,SAMA5005,4,4,"Samsung SM-A500F Galaxy A5 Back Camera",0.0000,1,4,43.0000,0,244,/s/a/sama5005-1.jpg;/s/a/sama5005-2.jpg,"Samsung SM-A500F Galaxy A5 Back Camera",
2179,SAMA5003,4,4,"Samsung SM-A500F Galaxy A5 Power Flex",1.0000,1,4,12.0000,0,244,/s/a/sama5003-2.jpg;/s/a/sama5003-1.jpg,"Samsung SM-A500F Galaxy A5 Power Flex",
4611,4897058380590,4,4,"Samsung SM-A500F Galaxy A5 Battery",1.0000,1,4,58.0000,0,244,/4/8/4897058380590.jpg,"Samsung SM-A500F Galaxy A5 Battery","Battery for Samsung A500F A5<br />Compatible With: Samsung A500F A5<br /><br />Features:<br />&nbsp;This Samsung A500F A5 battery replacement is brand new and original.<br />&nbsp;If your battery is broken, this replacement part should be ideal for your Samsung A500F A5.<br />&nbsp;This battery replacement is compatible with Samsung A500F A5 only.<br /><br />How to Install / Tips:<br />&nbsp;Please choose the right part before placing an order.<br />&nbsp;Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight.<br />&nbsp;Special tooling is required for the repair or replacement work.<br /><br /><strong>NOTE:</strong><br /><strong>&nbsp;The installation of any new parts should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong>"
4928,GH43-04337A,4,4,"Samsung SM-A500F Galaxy A5 Battery EB-BA500ABE 2300mAh",0.0000,2,4,159.0000,0,244,/g/h/gh43-04337a.jpg,"Samsung SM-A500F Galaxy A5 Battery EB-BA500ABE 2300mAh","Samsung SM-A500F A5 Battery EB-BA500ABE 2300mAh<br />NEW OEM Original GenuineReplacement Battery for Samsung SM-A500F A5<br />Compatible With: Samsung SM-A500F A5<br /><br />Features:<br />● This Samsung SM-A500F A5 battery replacement is brand new and original.<br />● If your battery is broken, this replacement part should be ideal for your Samsung SM-A500F A5.<br />● This battery replacement is compatible with Samsung SM-A500F A5 only.<br /><br />How to Install / Tips:<br />● Please choose the right part before placing an order.<br />● Please try to handle the repair or replacement work in a dry and dust free environment without direct sunlight.<br />● Special tooling is required for the repair or replacement work.<br /><br /><strong>NOTE:</strong><br /><strong>● The installation of any new parts should be done by a qualified person. GSP is not responsible for any damage caused during installation.</strong>"
7825,GH43+04337A,4,4,"Samsung SM-A500F Galaxy A5 Battery EB-BA500ABE 2300mAh ",1.0000,1,4,159.0000,0,244,/g/h/gh43-04337a_1.jpg,"Samsung SM-A500F Galaxy A5 Battery EB-BA500ABE 2300mAh ","Samsung SM-A500F Galaxy A5 Battery EB-BA500ABE 2300mAh "
9872,GH97+16679F,4,4,"Samsung SM-A500F Galaxy A5 LCD Display Black",1.0000,1,4,462.0000,0,244,,"Samsung SM-A500F Galaxy A5 LCD Display Black","Samsung SM-A500F Galaxy A5 LCD Display Black"
513,SAMA7005,4,4,"Samsung A700F Galaxy A7 Back Camera",1.0000,1,4,150.0000,0,245,/5/7/5709-51-sama7005_gspelectronics_01.jpg;/5/7/5710-51-sama7005_gspelectronics_02.jpg,"Samsung A700F Galaxy A7 Back Camera",
515,SAMA7004,4,4,"Samsung A700F Galaxy A7 RF Galaxy Line",1.0000,1,4,10.0000,0,245,/5/7/5708-51-sama7004_gspelectronics_01.jpg,"Samsung A700F Galaxy A7 RF Galaxy Line",
516,SAMA7003,4,4,"Samsung A700F Galaxy A7 Power Flex",1.0000,1,4,12.0000,0,245,/5/7/5706-51-sama7003_gspelectronics_01.jpg;/5/7/5707-51-sama7003_gspelectronics_02.jpg,"Samsung A700F Galaxy A7 Power Flex",
517,SAMA7002,4,4,"Samsung A700F Galaxy A7 Buzzer",1.0000,1,4,30.0000,0,245,/5/7/5704-51-sama7002_gspelectronics_01.jpg;/5/7/5705-51-sama7002_gspelectronics_02.jpg,"Samsung A700F Galaxy A7 Buzzer",
519,SAMA7001,4,4,"Samsung A700F Galaxy A7 Charger Flex",1.0000,1,4,60.0000,0,245,/s/a/sama7001-2.jpg;/s/a/sama7001-1.jpg,"Samsung A700F Galaxy A7 Charger Flex",
4610,4897058380606,4,4,"Battery for Samsung A700F A7",1.0000,1,4,62.0000,0,245,/4/8/4897058380606.jpg,"Battery for Samsung A700F A7",
351,SM554,4,4,"Samsung SM-G925F Galaxy S6 Edge Touch Blue",0.0000,1,4,85.0000,0,246,/s/m/sm554-1.jpg;/s/m/sm554.jpg;/s/m/sm554-2.jpg,"Samsung SM-G925F Galaxy S6 Edge Touch Blue",
